Longitude Latitude Depth Magnitude
-0.658 -0.890 12.1 4.1
0.547 -0.554 16.8 4.1
0.468 0.792 1.6 4.7
0.473 -0.677 4.6 3.9
-0.599 0.347 12.9 5.6
-0.570 0.615 18.3 4.2
0.23 0.456 4.2 3.7
-0.580 0.641 6.0 4.4
-0.789 0.542 5.9 3.8
0.834 0.111 13.7 4.2
0.082 -0.79 9.2 3.6
0.396 0.051 7.8 4.0
0.757 0.334 19 3.9
0.648 0.339 16.2 6.0
0.450 0.855 9.8 4.3
0.129 0.947 12.2 3.9
0.608 -0.860 8.0 4.1
0.000 -0.498 17.7 4.0
0.796 -0.747 9.9 4.1
0.681 0.055 3.1 4.6
-0.342 -0.715 4.5 4.1
-0.006 -0.072 3.0 4.0
0.542 -0.503 13.4 4.5
-0.403 -0.943 13.1 3.7
0.658 -0.418 6.5 4.0
0.237 -0.882 0.1 5.0
-0.294 -0.560 17.6 4.2
0.942 -0.51 3.5 3.5
0.034 0.802 0.3 3.8
0.183 -0.342 8.9 3.7
0.238 0.968 5.3 4.5
-0.445 -0.178 18.3 4.5
0.984 0.942 0.9 3.8
0.308 0.668 15.9 4.1
-0.493 -0.857 6.1 3.7
0.397 -0.457 14.6 4.1
0.665 0.885 0.8 4.3
0.602 -0.319 18.1 4.4
0.525 -0.054 4.4 3.9
-0.818 -0.012 2.6 4.2
-0.032 0.610 10.9 4.0
0.288 0.332 5 3.8
-0.050 -0.320 9.6 5.1
-0.110 -0.066 7.7 4.0
0.418 -0.522 19 3.8
0.937 -0.423 1.6 3.7
0.086 0.167 14.1 4.0
0.552 0.541 0.7 4.0
-0.187 -0.487 17 3.8
0.777 -0.551 14.4 4.7
-0.734 0.953 6.6 3.7
0.148 0.459 13.9 3.9
-0.155 0.487 2.1 3.8
-0.831 -0.902 13.2 4.3
0.040 -0.201 4.7 4.5
0.244 -0.746 4.8 4.0
-0.662 0.572 3.1 4.0
0.265 0.098 2.1 3.6
-0.918 -0.005 18.8 4.2
0.499 0.959 18.1 3.7
0.042 -0.757 11.9 4.9
0.214 0.895 5.0 5.2
-0.771 -0.442 5.6 4.0
-0.043 0.249 8.1 4.0
-0.773 -0.002 10.9 4.3
-0.128 0.988 1.3 4.5
0.703 0.142 16.6 3.7
0.955 0.476 14.2 4.2
0.297 0.27 14 3.8
0.467 -0.684 19.0 4.0
-0.038 -0.570 19.7 5.0
-0.874 0.839 19.5 3.6
0.835 -0.012 13.2 4.1
0.49 -0.583 14.5 3.7
0.229 0.323 15.9 3.8
0.434 -0.057 15.5 4.2
-0.619 0.503 15.8 3.7
0.637 0.942 3.1 3.9
0.29 0.914 4.2 3.9
-0.931 0.049 15.7 3.9
0.786 -0.452 13.1 3.8
-0.852 0.127 8.9 4.1
-0.921 0.988 10.6 4.6
0.183 0.352 19.2 6.4
-0.631 -0.475 12.9 3.7
0.816 0.2 18.5 3.7
0.680 -0.327 19.6 4.0
-0.720 -0.615 18.4 4.3
-0.682 0.219 11.2 4.4
0.851 -0.958 18.8 5.3
0.673 -0.32 12.9 3.8
0.772 -0.388 14.1 4.0
0.711 0.414 0.8 3.8
-0.466 0.809 8.5 4.7
0.463 -0.676 11.8 4.4
0.771 -0.902 11.9 4.2
-0.904 0.778 4.7 4.5
0.732 -0.702 3.6 4.2
0.518 0.238 6.9 4.1
0.978 -0.721 1.2 4.5
0.697 -0.719 6.6 4.0
-0.826 -0.019 14.6 4.1
-0.181 0.936 3.6 3.5
0.558 0.725 9.3 3.6
0.140 0.927 5.1 4.5
0.153 -0.724 3.0 4.7
-0.636 -0.988 14.3 3.8
0.382 0.95 11.4 3.7
-0.198 0.439 11.8 3.7
-0.100 -0.178 19.1 4.0
0.084 0.637 14.5 4.0
0.525 -0.072 13.2 3.9
-0.336 0.306 13.6 4.1
0.490 0.572 19.7 4.6
0.816 -0.177 11.7 4.0
-0.804 0.746 19.7 4.1
0.228 0.080 2.0 4.5
0.82 -0.853 8.5 3.7
0.185 0.083 7 3.8
-0.290 0.703 0.6 5.0
0.030 0.483 9.2 4.6
0.093 -0.51 6.5 3.7
-0.301 0.575 8.2 4.2
-0.383 0.546 5.4 3.9
-0.358 -0.55 15.2 3.6
-0.401 0.728 16.6 4.0
0.443 0.312 2.4 3.7
-0.211 -0.300 4.4 5.5
-0.157 0.460 14.0 4.9
0.350 0.053 17.7 4.2
0.224 0.845 4.1 5.4
-0.030 -0.258 11.0 4.7
0.388 0.224 4.3 5.4
-0.662 -0.278 15.2 5.0
0.578 -0.733 6.0 4.1
-0.483 0.824 2.6 4.1
0.654 0.427 6.5 4.5
-0.835 -0.653 5.9 4.0
-0.405 0.566 10.8 3.8
0.362 0.301 1.6 4.2
0.376 0.163 13.6 4.0
0.594 -0.315 3.1 4.0
-0.166 0.852 9.1 3.9
0.379 -0.901 11.8 4.1
-0.534 0.464 2.8 4.2
-0.510 -0.404 17.8 4.0
-0.027 -0.143 7.7 4.0
0.776 -0.656 0.3 3.7
0.839 -0.319 19.6 4.8
-0.813 0.187 5.7 5.4
0.941 0.845 7.3 4.7
0.255 0.987 0.9 4.5
0.569 -0.441 18.7 3.8
-0.609 0.573 15.8 4.2
0.545 0.695 0.6 4.5
0.38 -0.288 17.3 3.9
0.379 0.303 0.3 4.8
-0.964 0.203 10.3 3.9
0.274 -0.045 11 3.7
0.498 -0.560 11.1 4.0
-0.889 -0.605 0.1 4.2
0.045 -0.931 18.9 3.7
0.782 -0.484 15.4 3.8
0.740 0.881 0.1 4.1
0.890 -0.293 10.1 4.4
0.194 0.671 1.1 3.9
0.359 -0.423 10.1 4.1
-0.266 0.189 0.4 4.4
0.110 -0.031 5.8 4.7
0.129 -0.511 10.1 4.3
0.975 0.548 5.6 4.5
-0.636 -0.763 18.3 3.9
-0.219 0.235 6.2 4.8
-0.877 0.143 8.0 4.2
0.016 0.256 10.4 3.9
0.712 -0.665 8.9 3.8
0.316 -0.33 18.9 3.8
0.573 0.381 11.5 4.2
-0.254 -0.741 0.5 5.3
-0.947 0.857 12.5 3.9
0.406 0.441 17.2 4.1
-0.264 -0.889 11.1 4.3
-0.689 -0.563 3.2 3.9
-0.960 -0.829 19.5 4.0
0.172 -0.177 3.8 4.0
-0.860 -0.334 3.1 4.1
-0.104 -0.891 15.1 3.8
0.340 -0.537 18.2 4.0
-0.043 0.709 19.6 5.2
0.578 0.473 5.8 3.8
-0.299 0.390 14.5 4.5
0.071 0.914 8.7 3.7
-0.406 0.983 10.4 4.0
-0.954 0.453 3.7 3.8
0.893 -0.42 13.3 3.7
0.941 0.830 12.1 4.0
-0.59 -0.011 18.6 3.8
0.325 -0.915 17.2 4.0
-0.342 -0.449 12.0 4.1
-0.389 0.509 10.1 4.0
-0.223 -0.426 11.2 3.9
0.141 -0.523 16.4 4.2
0.771 0.137 15.5 4.1
0.274 -0.303 17.1 4.6
0.841 0.728 6.6 4.3
0.099 -0.268 17.3 3.6
-0.947 -0.765 10.6 5.7
-0.26 0.172 14.9 3.8
0.954 -0.639 16.5 4.5
-0.158 0.646 19.6 4.6
-0.145 -0.532 13.4 4.0
-0.693 0.010 2.9 4.2
0.502 -0.316 13.1 7.0
-0.155 0.279 13.5 4.1
-0.974 -0.876 10.2 5.1
-0.179 -0.696 8.1 4.0
-0.738 -0.495 6.8 4.6
-0.096 -0.458 17.2 4.4
0.603 0.309 19.0 4.1
0.671 -0.528 18.8 4.7
-0.410 0.364 4.8 4.4
-0.310 -0.357 10.2 4.4
0.856 0.429 11.3 4.1
0.928 -0.347 2.0 4.8
0.202 0.783 17.7 4.8
-0.009 0.468 17.5 3.6
0.541 -0.905 13.1 3.7
-0.805 0.435 10.4 4.0
-0.359 -0.048 18.9 5.1
0.859 -0.380 8.9 5.2
-0.167 0.593 19.3 4.0
-0.734 0.749 3.3 6.1
-0.221 0.274 14.5 4.0
-0.817 0.223 16.7 3.9
0.073 0.938 4.0 4.4
0.807 -0.485 1.8 4.8
-0.554 0.798 2.2 3.8
-0.084 0.717 6.4 3.6
-0.627 0.023 4.7 4.8
0.541 0.866 16.2 3.6
0.223 0.548 16.8 3.7
-0.079 -0.964 13 3.6
-0.525 -0.479 15.2 4.7
0.354 0.053 14.0 4.0
0.075 -0.386 19.2 4.4
-0.910 -0.579 18.8 4.5
-0.591 -0.758 7.1 6.5
-0.725 -0.444 2.2 4.0
-0.283 0.175 9.5 4.2
-0.32 0.116 13.6 3.7
0.070 0.365 6.5 4.2
0.283 0.173 14.0 4.9
0.231 -0.886 5.1 3.8
0.202 0.817 18.4 4.1
-0.676 -0.108 7.5 3.9
0.260 -0.647 3.5 4.1
0.430 -0.291 6.3 4.5
-0.011 0.971 12.3 3.7
0.910 -0.883 10.3 4.2
0.224 -0.119 16 3.8
-0.892 -0.835 0.8 4.1
-0.810 0.075 4.0 4.3
0.567 0.679 12.1 4.3
-0.343 0.748 19.8 4.1
-0.599 -0.823 17.8 4.1
-0.856 0.132 5.2 4.2
-0.902 0.844 0.4 4.4
-0.265 -0.764 13.2 4.2
0.489 -0.921 2 3.8
-0.974 -0.545 15.2 4.4
0.332 0.859 19.2 4.4
0.924 0.547 15.1 3.8
0.368 0.592 4.9 5.0
-0.937 -0.292 7.6 3.9
-0.058 0.927 17.8 4.0
-0.693 0.052 12.4 4.0
0.092 -0.296 2.4 3.9
-0.513 0.306 17.6 4.6
0.956 -0.131 2.6 4.4
0.327 0.082 13.9 4.5
0.562 0.827 5.8 4.0
-0.102 0.224 2.8 3.7
-0.187 0.562 19.0 4.4
-0.948 0.292 14.2 4.1
0.502 -0.981 4.8 3.9
-0.174 -0.614 10.7 3.7
0.053 0.705 14.8 4.0
-0.372 -0.894 11.5 4.0
0.402 0.865 6.1 3.9
0.887 -0.159 11.5 3.7
-0.703 -0.530 19.6 4.4
-0.94 0.205 6.8 3.9
0.210 -0.245 11.3 4.1
0.408 -0.821 12.0 4.2
0.379 0.594 8.7 4.2
0.674 0.016 1.8 4.4
0.288 0.434 14.6 3.6
-0.456 -0.654 0.7 4.3
-0.293 -0.979 8.1 3.8
0.521 0.431 13.1 3.8
-0.797 -0.069 19.8 3.9
0.427 -0.198 6.7 3.8
-0.61 -0.774 14.3 3.8
-0.117 -0.105 8.6 4.7
0.881 -0.221 2.8 4.1
0.837 0.444 3.0 4.8
-0.504 -0.545 14.2 4.3
0.028 0.416 15.2 4.6
0.416 0.385 7.0 4.0
0.149 -0.154 6.0 4.0
-0.684 0.782 13.9 3.9
-0.316 -0.554 17.6 4.4
-0.607 -0.49 3.2 3.9
0.600 -0.507 20.0 4.0
0.495 0.539 14.2 3.6
-0.605 -0.701 7.0 5.1
0.815 -0.029 8.2 4.1
0.639 0.712 0.4 4.1
-0.956 -0.296 9 3.6
-0.878 -0.937 16.0 5.1
-0.488 0.277 10.2 4.2
0.363 0.704 5.8 4.0
0.119 -0.983 15.8 4.1
0.736 -0.311 19.3 4.1
-0.892 0.785 11.8 3.5
0.56 0.295 1.4 3.8
-0.536 0.6 12.5 3.9
-0.385 -0.779 13.1 3.8
-0.375 -0.606 11.6 5.2
-0.9 0.775 15.8 3.5
-0.712 -0.079 7.2 4.4
-0.725 -0.822 10.2 3.7
-0.99 0.324 16.5 3.8
0.622 0.223 16.6 3.9
-0.717 -0.850 10.8 4.0
0.725 0.051 12.7 3.8
-0.023 0.391 14.0 4.6
0.485 -0.735 4.8 4.3
0.114 0.333 16.1 4.2
-0.772 -0.308 1.1 3.9
0.916 -0.378 10.8 4.3
-0.241 0.834 17 3.8
0.216 -0.638 11.5 3.7
0.358 -0.711 14.5 4.2
0.559 0.897 19.1 4.1
0.097 0.472 9.1 3.6
-0.183 -0.353 4.4 4.1
0.989 -0.641 6.9 4.7
0.640 -0.425 0.9 4.0
-0.097 0.639 17.5 3.9
0.624 0.208 1.1 3.8
-0.647 -0.819 16.5 3.5
0.796 0.972 14.5 3.8
0.686 -0.813 4.8 4.0
0.366 -0.47 15.8 3.7
0.368 0.58 10.3 3.8
-0.593 -0.247 7.8 4.3
0.846 0.927 5 3.8
-0.186 -0.314 10.1 3.8
0.251 -0.63 13.1 3.8
0.745 0.511 16.1 4.3
0.762 0.768 2.1 4.3
-0.993 0.401 14.9 3.7
-0.568 0.403 0.0 4.0
-0.925 0.799 5.8 3.6
0.025 -0.253 12.2 4.7
0.43 -0.39 2.1 3.8
-0.691 -0.372 6.8 4.4
0.197 -0.408 1.3 4.9
-0.729 -0.32 16.7 3.5
-0.823 -0.834 9.4 4.2
0.517 0.914 0.3 3.8
0.949 0.645 16.0 4.3
0.324 -0.831 3.3 3.8
0.313 0.776 18.6 3.7
-0.349 -0.276 12.9 4.4
-0.039 -0.839 19.0 4.6
-0.080 -0.275 3.6 4.3
0.114 0.155 8.2 3.9
0.259 -0.011 8.4 4.8
0.311 -0.336 6.1 3.7
-0.287 0.938 18.6 4.1
-0.761 0.523 14.6 4.1
-0.641 -0.373 5.6 4.0
-0.012 -0.596 4.9 4.3
0.183 -0.033 6.7 4.2
0.246 0.992 7.6 3.9
-0.494 0.160 13.6 4.1
0.641 -0.317 11.8 3.9
-0.903 0.797 15.3 4.1
0.445 0.180 3.3 4.0
-0.039 0.519 18.4 3.9
-0.839 -0.301 4.7 4.1
-0.906 -0.153 1.4 4.0
0.264 -0.62 10.5 3.9
0.275 0.389 16.6 3.9
-0.314 -0.019 0.4 3.8
0.729 0.588 10.1 4.6
-0.102 0.021 9.9 3.9
-0.752 0.859 8.4 4.3
-0.159 -0.349 6.0 4.2
0.327 -0.587 3.6 4.3
0.881 -0.216 0.8 4.2
0.071 -0.394 2.6 4.5
0.305 0.226 16.5 3.8
-0.987 0.112 13.2 4.1
0.339 0.371 1.5 4.4
0.674 -0.806 11.8 4.5
0.799 0.810 9.3 4.1
0.811 0.803 13.2 5.1
-0.763 0.758 8.0 4.1
0.736 0.550 4.6 4.3
-0.511 -0.232 19.9 3.8
-0.738 -0.372 4.8 3.8
0.563 -0.873 3.2 4.2
-0.968 0.942 16.6 3.9
-0.590 0.164 14.8 4.1
0.966 -0.306 0.9 3.9
-0.183 0.231 10.8 4.7
-0.395 0.830 0.9 4.3
0.564 -0.376 8.1 3.6
-0.683 0.697 6.8 4.1
0.030 -0.362 4.1 4.4
0.750 0.440 3.2 4.3
0.514 0.384 0.9 3.6
-0.112 0.327 2.7 3.9
0.562 -0.762 1.3 3.8
-0.398 -0.084 3 3.8
0.227 -0.206 7.0 4.1
-0.217 -0.035 0.4 4.0
-0.991 -0.67 9.3 3.7
0.068 0.708 14.4 4.2
-0.502 -0.374 7.3 4.5
0.759 -0.119 19.9 4.5
0.056 -0.674 18.4 3.9
0.832 -0.445 5.5 5.2
-0.341 -0.947 9.7 3.9
0.610 -0.924 15.2 4.7
0.544 0.663 18.7 3.9
-0.553 0.391 1.6 4.4
0.618 -0.83 17.9 3.8
0.783 -0.959 15.1 4.1
-0.631 -0.939 3.3 4.0
-0.859 -0.411 17.3 4.1
0.556 0.395 14.9 4.2
0.892 0.243 18.3 4.8
-0.754 0.600 5.8 4.2
0.670 0.498 6.0 4.0
0.544 0.098 10.8 4.2
0.015 -0.750 19.1 4.3
0.680 0.845 5.6 4.2
-0.826 -0.701 15.2 4.1
0.214 -0.275 0.3 3.9
0.436 -0.230 2.8 5.0
-0.614 0.896 10.1 3.8
0.893 -0.423 4.2 4.5
-0.455 -0.397 10.1 4.3
-0.453 0.515 12.1 4.3
0.945 0.857 11.1 3.9
0.793 0.495 7.9 5.1
-0.024 0.521 17.1 3.9
-0.724 0.873 11.9 3.5
0.746 0.217 9.7 3.9
0.384 -0.780 7.1 4.1
0.469 0.226 15 3.9
-0.465 -0.11 16.2 3.9
0.610 -0.684 11.4 4.3
0.205 0.220 13.0 4.0
0.298 -0.711 10.7 3.6
0.086 -0.630 9.7 4.0
0.883 0.770 18.0 5.0
0.590 -0.186 16.3 4.1
-0.693 -0.869 16.5 5.6
0.413 -0.015 13.8 4.7
-0.606 0.728 5.4 4.2
-0.513 0.069 15.4 4.3
0.731 -0.194 6.1 4.0
-0.475 -0.837 5.2 4.4
-0.66 0.075 1.6 3.7
-0.469 -0.283 19.2 4.4
0.484 -0.881 9.7 4.1
-0.732 -0.083 18.6 4.6
-0.457 -0.203 4.2 3.9
-0.902 -0.355 13.9 4.2
0.025 0.772 16.2 4.0
-0.322 -0.187 2.7 3.7
-0.427 0.196 4.1 5.7
0.616 0.484 1.1 3.6
0.285 0.881 2.7 3.9
-0.716 -0.081 7 3.8
0.085 -0.900 15.0 5.4
0.906 0.707 15.8 3.8
-0.362 0.305 7.2 3.9
-0.780 0.147 11.5 4.4
-0.59 -0.654 4 3.9
0.558 0.676 0.3 3.9
0.365 0.421 19.4 4.2
0.607 -0.150 11.2 4.3
-0.366 -0.588 1.7 4.6
0.686 -0.193 12.6 4.1
-0.803 0.095 17.7 3.8
0.811 0.834 13.7 4.9
0.095 -0.191 5.6 3.6
-0.511 -0.431 14.4 3.9
-0.071 -0.718 0.8 4.0
0.735 0.637 7.3 4.7
-0.321 0.812 10.0 4.5
-0.197 -0.884 10.5 3.9
0.94 -0.085 1.3 3.8
0.156 0.541 15.1 4.4
0.798 0.4 4.6 3.6
-0.205 -0.828 1.0 4.1
0.973 0.83 17.4 3.9
0.182 0.182 16.0 4.2
-0.671 -0.113 8.6 4.0
-0.215 0.097 13.3 4.3
-0.97 0.109 15.7 3.8
-0.668 0.390 10.6 4.4
0.022 -0.431 17.1 3.8
-0.091 0.379 11.5 3.9
-0.455 0.784 7.8 3.6
0.72 0.698 0.7 3.9
-0.277 0.66 7 3.7
-0.862 0.738 14.5 3.9
-0.422 -0.629 17.9 5.1
0.077 0.185 8.8 4.0
-0.230 -0.327 0.1 4.0
0.901 -0.559 7.0 4.5
0.255 -0.101 2.9 4.5
-0.626 0.404 2.9 3.6
0.984 -0.274 6.9 4.1
0.573 -0.282 18.5 3.9
0.067 -0.226 11.2 3.6
0.405 0.596 4.9 4.9
0.309 -0.415 9.4 3.8
-0.198 0.613 11.0 4.5
0.590 0.043 8.9 4.9
0.223 -0.306 13.1 4.3
-0.523 0.792 19.9 4.0
-0.411 -0.026 17.9 4.0
-0.347 -0.351 10.8 4.9
0.096 -0.922 13.5 4.2
0.813 0.482 4.5 3.9
0.234 0.541 8.5 4.1
0.563 -0.317 9.5 3.9
0.91 0.509 8.1 3.6
-0.149 -0.406 2.6 4.0
0.063 -0.381 3.7 4.4
0.815 -0.729 9.4 3.9
0.581 0.051 15.7 4.3
0.106 -0.318 9.1 5.0
-0.976 -0.795 4.2 4.2
0.878 0.085 18.6 4.5
-0.524 0.809 12.1 3.8
-0.367 -0.09 6.6 3.8
0.206 0.290 5.3 4.0
0.570 0.915 18.4 4.2
0.396 -0.130 8.8 5.6
0.651 0.299 17.6 4.0
-0.607 0.052 8.8 5.0
0.788 0.027 12.5 3.8
-0.214 -0.756 18.9 5.9
-0.679 0.260 12.9 4.2
-0.253 0.942 15.8 4.4
0.522 -0.196 3.9 4.0
-0.977 0.549 1.5 4.4
-0.749 -0.325 14.1 3.7
-0.885 0.015 9.7 4.5
0.227 0.314 11.8 3.7
0.449 0.445 20.0 4.2
0.529 -0.289 4.6 4.2
0.843 0.204 8.9 4.9
-0.472 -0.879 10.8 4.2
-0.745 0.06 1.9 3.9
0.026 0.54 7.5 3.8
-0.462 -0.246 4.5 4.2
-0.549 0.935 1.9 4.0
-0.318 -0.890 19.2 4.0
0.754 -0.326 4.5 4.0
-0.031 -0.780 6.7 4.1
-0.143 -0.742 5.2 3.9
-0.740 0.690 10.8 4.4
0.942 -0.703 1.6 4.0
-0.204 -0.072 9.5 4.1
-0.522 -0.696 8.5 4.5
-0.321 0.665 18.9 4.1
-0.112 0.648 15.1 3.8
-0.635 0.107 3.8 3.6
-0.239 -0.922 11.1 3.9
-0.644 -0.014 15.4 4.1
-0.561 0.010 16.3 4.0
0.216 0.024 8.9 4.7
0.490 0.947 19.0 4.3
0.37 -0.603 18.9 3.7
0.172 -0.599 17.7 3.9
0.302 0.690 19.9 4.1
0.537 -0.571 5.6 5.1
0.196 0.669 17.2 4.8
0.685 -0.805 14.0 5.5
-0.598 0.167 5.7 3.9
0.287 0.909 2.9 4.9
-0.408 -0.481 10.6 4.3
0.133 0.268 7.4 4.8
0.277 -0.362 9.6 4.0
0.228 -0.396 13.6 4.1
0.916 -0.034 3.5 3.8
0.893 0.924 11.8 4.3
0.068 -0.863 10.2 4.2
0.903 0.269 16.8 5.4
-0.267 0.063 19.2 4.0
-0.879 0.247 11.9 4.4
-0.955 -0.477 10.2 5.0
-0.308 -0.528 3.6 4.0
-0.312 0.390 15.3 5.2
0.982 -0.776 12.8 3.8
0.564 -0.178 0.4 4.1
0.669 0.575 3.3 4.6
0.303 0.008 9.8 3.8
0.499 0.370 10.7 4.1
0.398 0.401 2.8 3.9
0.596 -0.798 1.8 4.3
0.228 -0.493 9.5 4.1
0.188 0.284 6.7 4.0
-0.749 -0.838 2.5 3.8
-0.116 0.632 5.1 4.3
0.332 0.375 5.6 4.0
0.553 -0.796 16.1 4.4
-0.611 -0.385 19.2 4.7
0.664 0.527 1.2 4.6
0.508 -0.476 2.1 4.0
-0.237 -0.576 4.5 3.9
-0.908 -0.890 16.8 4.2
-0.583 -0.403 14.7 4.2
-0.339 0.020 10.6 5.2
0.647 0.206 2.4 4.5
0.72 -0.022 6.6 3.9
0.834 0.190 7.9 4.3
0.458 0.603 17.8 4.4
-0.940 -0.343 7.3 4.0
0.156 0.070 9.5 4.3
-0.048 -0.980 3.3 4.5
0.365 0.157 7.2 4.2
-0.044 0.496 5.7 3.8
-0.709 0.146 16.1 3.9
-0.506 0.240 5.8 4.6
0.990 -0.440 8.7 4.0
-0.127 0.841 12.9 4.3
0.383 0.699 7.6 4.4
-0.351 -0.132 11.6 4.2
